threshold_low,threshold_high,source,n_regime_0,n_regime_1,n_regime_2,max_abs_coefficient,converged
0.04031615181491698,0.14843115329863496,primary_tertile,7696,7719,7696,0.9706351406187285,True
0.1,0.5,biophysical,12679,9927,505,0.5710010496048991,True
0.0227487874332178,0.1202726653207754,quantile,4622,9244,9245,1.057682211233485,True
0.02771109113009285,0.14107578535800352,quantile,5778,9244,8089,1.0402972852654133,True
0.0346053682215212,0.1635651002897304,quantile,6933,9244,6934,1.0114487970227357,True
0.039786380522744184,0.14952759332464255,quantile,7627,7857,7627,0.9733061166824201,True
0.04378158887111158,0.18729861310312756,quantile,8089,9244,5778,0.9943585828030698,True
0.0545992794386563,0.2152709549326351,quantile,9244,9244,4623,0.9935081055528151,True
