threshold_low,threshold_high,source,n_regime_0,n_regime_1,n_regime_2,max_abs_coefficient,converged
0.040935361099534405,0.15123702724947785,primary_tertile,7132,7154,7132,,False
0.1,0.5,biophysical,11624,9322,472,,False
0.022860214870488376,0.12305595085889752,quantile,4284,8567,8567,,False
0.027987522884833194,0.1440509248206863,quantile,5355,8567,7496,,False
0.035127119537605764,0.16666964845934845,quantile,6426,8566,6426,,False
0.040323389860028556,0.15251591459871527,quantile,7068,7282,7068,,False
0.04445944722569071,0.19099333530920795,quantile,7496,8567,5355,,False
0.055664707902189525,0.2176696839861563,quantile,8567,8567,4284,,False
