neuron_label,root_id,cell_type,subtype,branch_idx,branch_order,mean_diameter_nm,total_length_nm,electrotonic_length,soma_distance_nm,synapse_count,exc_count,inh_count,exc_fraction,regime,clark_evans_raw,interval_cv_raw,pairwise_compactness_raw,clark_evans_z,interval_cv_z,pairwise_compactness_z
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,70,10,417.8181818181818,26994.750979937253,0.07233463352379396,695772.5427228766,0,0,0,,1,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,71,10,316.57142857142856,15696.074640034685,0.048318764906246675,690123.2045529254,0,0,0,,1,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,72,10,354.2857142857143,14261.948934283315,0.041501393949996725,689406.1417000497,0,0,0,,1,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,73,8,250.0,8551.471877421876,0.029623167542382207,569294.1168836907,0,0,0,,0,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,74,8,348.0923076923077,145644.31464047736,0.42756972897054535,637840.5382652184,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,75,14,648.3,80758.18853536961,0.17372374597175158,764088.5897716599,80,0,4,0.0,2,1.1813180040521953,0.7928635953245461,0.3222510005804296,2.2343301196707475,-1.9010592323798143,-0.7014615539703463
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,76,14,626.85,69879.66380234165,0.1528725884494995,758649.3274051459,67,0,1,0.0,2,1.1143423235332457,0.7789666960485787,0.3077963389017114,1.3711198599374128,-1.7456390646281734,-1.3156477729119733
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,77,15,443.75757575757575,131704.84462605324,0.342443941833159,1024679.750886868,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,78,15,381.37142857142857,112938.61237241134,0.3167590253459538,1015296.6347600471,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,79,13,303.42857142857144,10985.702961855945,0.03454301516718355,818672.9392406439,0,0,0,,0,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,80,13,281.6,8354.945339498398,0.02727017438133493,817357.560429465,0,0,0,,0,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,81,8,326.5882352941176,59628.68264147993,0.18072389334359096,661527.371218829,0,0,0,,2,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,82,8,298.9166666666667,37175.403740068614,0.11777178457210362,650300.7317681233,0,0,0,,1,,,,,,
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,83,13,500.54545454545456,22822.024350055326,0.05587184730891487,866936.3767797324,18,0,0,,1,0.5475770988582942,1.0677961009041768,0.27777710177062354,-2.2113220018496595,0.7582475661626928,-1.3811028862850399
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,84,13,568.2222222222222,95605.92225140297,0.21967787327131713,903328.3257304062,47,1,2,0.3333333333333333,2,1.0048912432810861,0.9757113744636091,0.3220963496886199,0.25052258748864076,0.05504957553198901,-0.4720898359140733
inh_NGC_864691136145537844,864691136145537844,inhibitory_NGC,NGC,85,7,299.3333333333333,37019.30448217106,0.11719560932609797,657866.3620770221,1,0,0,,1,,,,,,
